name	males	females	total	medianage	25thpercentile	75thpercentile
lashane	10	106	116	38.5	25.0	43.0
shavette	0	101	101	35.0	30.0	38.0
jatara	0	143	143	25.0	22.0	28.0
addilyn	0	5	5	16.0	16.0	16.0
lashana	0	1044	1044	34.0	28.0	38.0
wyle	5	0	5	18.0	18.0	18.0
galan	76	0	76	35.0	26.0	61.0
allyse	0	482	482	25.0	21.0	27.5
lashann	0	93	93	42.0	38.0	45.0
kullen	124	0	124	18.0	16.0	21.0
jovontae	43	0	43	21.0	16.0	23.0
anquinette	0	165	165	32.0	26.0	40.0
ismeralda	0	10	10	28.0	18.0	38.0
khiri	12	0	12	25.0	24.0	25.0
lavickie	0	5	5	33.0	33.0	33.0
winnifred	0	3734	3734	69.0	59.0	80.0
khira	0	119	119	21.0	16.0	25.5
jerrisa	0	6	6	26.0	26.0	26.0
dmitrius	22	0	22	19.0	17.0	21.75
yanessa	0	146	146	22.0	18.25	27.0
khiry	820	7	827	24.0	22.0	25.0
valenica	0	22	22	30.0	28.0	45.0
layana	0	6	6	37.0	37.0	37.0
kinnard	5	0	5	52.0	52.0	52.0
misa	0	313	313	26.0	20.0	36.0
crispus	7	0	7	40.0	40.0	40.0
cipriana	0	297	297	31.5	20.75	71.0
cipriano	1857	0	1857	44.0	30.0	61.0
junathaen	7	0	7	17.0	17.0	17.0
stefana	0	62	62	24.0	20.5	29.0
michelangelo	373	0	373	26.0	20.0	40.0
alithia	0	37	37	41.0	36.0	42.0
durron	30	0	30	27.0	25.0	40.0
stefane	0	32	32	28.0	25.0	32.0
fumiyo	0	33	33	94.0	93.0	96.0
bethanye	0	5	5	32.0	32.0	32.0
stefani	0	5813	5813	29.0	23.0	40.0
vikas	402	0	402	30.0	22.0	35.0
cacy	0	46	46	29.0	21.0	35.5
fumiye	0	72	72	93.5	90.5	95.75
hasel	6	254	260	94.0	90.25	98.75
stefano	1584	0	1584	25.0	20.0	34.0
breezy	0	329	329	33.0	26.0	37.0
abrahim	217	0	217	22.0	18.0	27.0
marshawna	0	10	10	23.0	20.0	26.0
sherrae	0	44	44	29.0	23.75	35.0
bayyinah	0	73	73	43.0	41.0	45.0
stefany	0	2206	2206	25.0	20.0	32.0
caci	0	106	106	24.0	21.0	26.0
veralee	0	20	20	83.0	80.75	91.25
kizer	16	0	16	17.0	16.0	17.0
marqueshia	0	47	47	24.0	21.5	27.0
kadrian	49	5	54	17.0	15.0	17.0
caudie	0	6	6	92.0	92.0	92.0
ambrielle	0	122	122	19.0	18.0	23.0
gamel	15	0	15	47.0	34.0	48.0
luong	5	0	5	32.0	32.0	32.0
usra	0	5	5	19.0	19.0	19.0
jeanet	0	209	209	45.5	26.0	62.0
shuna	0	108	108	40.0	36.75	44.0
trendon	39	0	39	16.0	15.0	17.0
bryssa	0	32	32	16.0	15.0	17.0
lucretia	0	9337	9337	50.0	39.0	62.0
marlinda	0	538	538	45.0	35.0	54.5
jorene	0	515	515	63.0	56.0	72.0
jeanea	0	24	24	38.0	28.0	38.0
dodger	5	0	5	18.0	18.0	18.0
jeanee	0	168	168	33.0	27.0	41.0
shunn	16	0	16	39.0	35.0	45.0
waldy	5	0	5	25.0	25.0	25.0
rosalee	0	8243	8243	65.0	44.0	74.0
elcy	0	5	5	77.0	77.0	77.0
cleason	10	0	10	29.5	22.0	37.0
rosalea	0	487	487	71.0	63.0	77.0
jametria	0	33	33	23.0	22.0	24.0
lock	16	0	16	98.0	93.5	99.0
jabbaar	5	0	5	35.0	35.0	35.0
tameke	0	5	5	37.0	37.0	37.0
aviana	0	347	347	19.0	16.0	23.0
millerd	17	0	17	99.0	93.0	100.5
newborn	18	11	29	28.0	27.0	28.0
mlissa	0	86	86	45.0	40.0	48.0
maydene	0	36	36	84.0	74.0	88.5
shovon	0	5	5	34.0	34.0	34.0
kenndra	0	70	70	20.0	17.0	23.0
elco	17	0	17	94.0	92.5	94.5
tarone	46	0	46	36.0	33.0	40.0
zobeida	0	26	26	36.0	35.0	46.0
pryce	147	0	147	18.0	16.0	21.0
shoshona	0	5	5	39.0	39.0	39.0
antoney	63	0	63	34.0	31.0	42.0
shyhem	5	0	5	19.0	19.0	19.0
shoshone	0	11	11	18.0	18.0	25.0
wymer	7	0	7	94.0	94.0	94.0
katielee	0	11	11	20.0	20.0	26.0
buddy	21614	45	21659	56.0	42.0	68.0
gwynne	30	1336	1366	54.0	41.0	64.0
kashayla	0	127	127	20.0	18.0	23.5
makenah	0	25	25	16.0	16.0	16.0
rayjohn	12	0	12	15.0	15.0	20.0
jyoti	0	205	205	32.0	24.0	38.0
shakiesha	0	7	7	37.0	37.0	37.0
genevieve	145	81603	81748	48.0	30.0	72.0
latreca	0	5	5	39.0	39.0	39.0
adarious	13	0	13	18.0	16.0	18.0
latrece	0	684	684	36.0	29.0	42.0
sinea	0	21	21	24.0	24.0	25.0
shavia	0	10	10	24.0	21.0	27.0
miaisha	0	12	12	36.0	27.0	36.0
chely	0	23	23	20.0	15.0	20.5
zahcary	5	0	5	22.0	22.0	22.0
gemma	0	2990	2990	31.0	21.0	52.0
upton	133	0	133	71.0	60.0	94.0
giuliana	0	742	742	22.0	18.0	28.0
xzandria	0	16	16	18.0	15.0	22.0
shaelah	0	6	6	20.0	20.0	20.0
giuliano	224	0	224	21.5	18.0	25.0
agda	0	21	21	100.0	95.5	101.0
sonita	0	168	168	41.0	28.0	47.0
antavious	231	0	231	21.0	17.0	24.0
dejaa	0	5	5	17.0	17.0	17.0
kiyle	11	0	11	17.0	17.0	19.0
eurydice	0	57	57	41.0	35.0	47.0
belinda	150	67493	67643	52.0	43.0	57.0
tomora	0	5	5	44.0	44.0	44.0
welden	77	0	77	84.0	83.0	93.5
herchel	449	0	449	68.0	55.0	76.5
latoi	0	88	88	36.5	34.0	39.0
laruen	0	156	156	28.0	26.0	31.0
shaniese	0	33	33	25.0	24.0	26.0
hestel	0	6	6	92.0	92.0	92.0
koven	5	0	5	21.0	21.0	21.0
jesenia	6	3323	3329	25.0	20.0	31.0
dvante	163	0	163	21.0	19.0	22.0
zaylon	6	0	6	15.0	15.0	15.0
liberato	166	0	166	85.0	68.0	94.0
alanna	7	11060	11067	25.0	20.0	34.0
makila	0	96	96	18.0	16.0	23.0
magarita	0	15	15	42.0	23.0	55.0
orice	12	0	12	94.5	94.25	94.75
falco	5	0	5	91.0	91.0	91.0
bevan	443	43	486	35.0	26.0	45.0
beata	0	770	770	40.0	30.0	48.0
debria	0	284	284	56.0	50.0	60.0
jahsir	6	0	6	15.0	15.0	15.0
zulekha	0	9	9	35.0	35.0	35.0
beate	0	10	10	50.5	46.0	55.0
mekalah	0	24	24	18.0	18.0	19.0
brenicia	0	5	5	17.0	17.0	17.0
jurene	0	5	5	71.0	71.0	71.0
trixy	0	169	169	40.0	34.0	44.0
graylan	14	0	14	59.0	57.0	61.0
clydie	22	762	784	71.0	65.0	81.0
avonlea	0	147	147	21.0	17.5	23.0
charnette	0	192	192	40.0	33.0	46.0
mutt	11	0	11	92.0	91.5	92.5
shadeed	165	0	165	32.0	23.0	35.0
monyea	0	7	7	19.0	19.0	19.0
shadeen	0	5	5	34.0	34.0	34.0
trixi	0	10	10	30.0	21.0	39.0
burnham	130	0	130	82.0	74.0	93.0
trentan	23	0	23	18.0	15.0	18.0
cevon	18	0	18	16.0	15.0	19.75
aladdin	105	0	105	21.0	18.0	22.0
sylvene	0	15	15	84.0	81.0	88.0
rondelle	6	13	19	32.0	29.0	44.0
dineshia	0	10	10	26.5	24.0	29.0
gelinda	0	35	35	50.0	47.0	59.0
rondella	0	6	6	47.0	47.0	47.0
pegeen	0	206	206	53.0	50.0	57.0
mirabella	0	69	69	17.0	15.0	20.0
farheen	0	68	68	21.0	17.0	22.25
marikate	0	45	45	22.0	19.0	24.0
shearon	0	216	216	60.0	52.25	66.0
hirsch	6	0	6	97.0	97.0	97.0
elwell	22	0	22	89.0	83.0	90.0
tarvaris	97	0	97	31.0	28.75	36.0
tabytha	0	310	310	21.0	17.0	25.75
nicha	0	18	18	27.0	21.0	35.25
cerissa	0	428	428	34.0	29.0	36.0
jamor	16	0	16	28.0	27.0	42.0
lawless	18	0	18	98.0	92.0	99.0
rosanny	0	12	12	18.0	18.0	27.0
thaddis	10	0	10	59.5	58.0	61.0
marvon	45	0	45	22.0	17.0	41.0
taifa	0	25	25	42.0	41.0	43.0
rosanne	5	14508	14513	58.0	50.0	63.0
randene	0	5	5	65.0	65.0	65.0
jamol	175	0	175	32.0	26.0	39.0
rosanna	6	12456	12462	40.0	31.0	55.0
jamon	1641	6	1647	26.0	20.0	35.0
zendre	0	35	35	39.0	39.0	40.0
yarixa	0	32	32	22.0	20.0	22.0
forever	0	11	11	20.0	19.0	20.0
zendra	0	20	20	40.0	39.0	40.0
yahira	0	189	189	30.0	23.0	34.0
zenona	0	10	10	95.5	92.75	98.25
yuvawn	0	6	6	87.0	87.0	87.0
kathyleen	0	541	541	60.0	53.0	66.0
terius	13	0	13	15.0	15.0	15.0
baruc	5	0	5	15.0	15.0	15.0
robret	10	0	10	47.5	43.0	52.0
tasharia	0	16	16	18.0	16.0	21.0
demion	10	0	10	28.5	21.0	36.0
sheketha	0	11	11	35.0	35.0	41.0
illeanna	0	5	5	15.0	15.0	15.0
lyzbeth	0	16	16	16.0	15.0	31.0
terique	40	0	40	18.5	17.0	19.0
shantaja	0	10	10	17.5	17.0	18.0
teneisha	0	417	417	30.0	24.0	35.0
leandria	0	156	156	25.0	19.0	29.0
rogelio	17549	66	17615	32.0	23.0	44.0
idellia	0	5	5	96.0	96.0	96.0
nakeba	0	20	20	41.0	39.0	41.0
maggie	209	64399	64608	31.0	22.0	60.0
rollo	735	0	735	69.0	58.0	79.25
axie	0	109	109	85.0	82.0	95.5
jahmelia	0	5	5	33.0	33.0	33.0
yemaya	0	28	28	18.0	16.0	19.0
angelar	0	10	10	51.5	51.0	52.0
rolla	961	65	1026	70.0	61.0	76.0
tequira	0	5	5	23.0	23.0	23.0
michonne	0	6	6	43.0	43.0	43.0
rolly	411	0	411	62.0	54.0	72.0
leonella	0	16	16	74.0	74.0	83.5
courntey	0	49	49	26.0	25.0	30.0
jascha	32	0	32	37.0	36.0	38.0
demya	0	51	51	16.0	15.0	16.0
idabell	0	147	147	91.5	85.25	96.75
jaiver	16	0	16	22.0	21.0	24.0
nyshia	0	36	36	21.0	18.0	24.0
carlise	0	123	123	44.0	30.0	53.0
zeporia	0	5	5	43.0	43.0	43.0
carlisa	0	922	922	34.0	25.0	43.0
woodson	820	0	820	63.0	49.0	72.0
adrionna	0	224	224	18.0	17.0	22.0
latevin	11	0	11	23.0	23.0	24.0
irissa	0	10	10	15.5	15.0	16.0
hermanda	0	6	6	35.0	35.0	35.0
dyvon	23	0	23	19.0	17.0	20.0
shaleka	0	60	60	30.0	26.0	35.0
jaiven	12	0	12	15.0	15.0	17.0
stephaine	0	4024	4024	35.0	28.0	43.0
paricia	0	18	18	33.0	29.0	53.0
carliss	85	304	389	57.0	51.0	63.0
emmalea	0	132	132	18.0	16.0	22.0
yovanka	0	17	17	16.0	15.0	17.0
kebrina	0	99	99	22.0	22.0	23.0
cristelle	0	16	16	23.0	22.0	32.0
jatyra	0	19	19	16.0	15.0	16.5
kritina	0	5	5	42.0	42.0	42.0
cristella	0	84	84	43.0	34.0	51.0
glorine	0	195	195	77.0	69.0	84.0
quavonte	6	0	6	19.0	19.0	19.0
kirkpatrick	20	0	20	34.5	24.25	44.0
sandry	0	5	5	57.0	57.0	57.0
carleah	0	5	5	15.0	15.0	15.0
latitia	0	490	490	39.0	32.0	45.0
chistie	0	5	5	41.0	41.0	41.0
sandre	0	16	16	65.0	53.0	66.5
berlynn	0	42	42	20.0	16.0	24.0
nashai	0	21	21	22.0	19.0	23.0
rakira	0	19	19	17.0	16.0	19.0
sandra	2670	861533	864203	59.0	50.0	67.0
sandro	1024	0	1024	36.0	24.0	41.0
kameesha	0	45	45	25.0	23.0	26.0
chazmine	0	30	30	21.0	20.0	22.0
linnie	660	5370	6030	65.0	54.0	75.0
dimitrius	579	0	579	24.0	19.0	35.0
chanty	0	25	25	36.0	36.0	41.0
navor	15	0	15	23.0	21.0	23.0
shelie	0	119	119	47.0	44.0	52.0
queenie	0	2568	2568	61.0	49.0	72.0
emiley	0	855	855	22.0	18.0	28.0
shelia	111	47488	47599	54.0	48.0	59.0
priscilia	0	9	9	23.0	23.0	23.0
dezia	0	5	5	20.0	20.0	20.0
claudina	0	529	529	52.0	44.0	68.0
kelvion	8	0	8	15.0	15.0	15.0
claudine	15	10766	10781	48.0	43.0	67.0
linnis	5	0	5	64.0	64.0	64.0
lanijah	0	6	6	15.0	15.0	15.0
feras	238	0	238	25.0	20.0	33.0
emileo	22	0	22	17.0	16.0	18.0
jaijuan	5	0	5	16.0	16.0	16.0
johneric	50	0	50	27.0	24.0	29.0
starlette	0	523	523	43.0	33.0	53.0
raffaele	751	0	751	37.0	26.0	45.0
marselino	87	0	87	36.0	25.0	83.0
raffaela	0	692	692	69.0	45.0	80.75
raquan	807	0	807	19.0	17.0	20.0
yenia	0	37	37	23.0	21.0	26.0
christopherjame	51	0	51	19.0	17.0	20.0
jaevion	6	0	6	15.0	15.0	15.0
lajuane	92	0	92	41.0	39.0	43.0
marselina	0	12	12	17.0	17.0	70.0
dhilan	5	0	5	15.0	15.0	15.0
nichaela	0	10	10	19.5	18.0	21.0
doryce	0	172	172	69.0	60.0	88.25
anjana	0	173	173	25.0	19.0	35.0
ysabela	0	21	21	16.0	15.0	17.0
jaelynne	0	33	33	17.0	16.0	18.0
adamarie	0	5	5	15.0	15.0	15.0
anjani	0	49	49	25.0	19.0	29.0
tudy	0	5	5	63.0	63.0	63.0
trevail	6	0	6	19.0	19.0	19.0
celestin	6	0	6	97.0	97.0	97.0
nysa	0	16	16	17.0	15.0	17.0
lakeisa	0	122	122	38.0	36.0	40.0
celestia	0	787	787	51.0	34.0	65.0
treca	0	21	21	44.0	39.0	45.0
yonah	231	0	231	22.0	19.0	29.5
briyanah	0	5	5	16.0	16.0	16.0
olujimi	17	0	17	27.0	18.0	28.0
khrystine	0	23	23	25.0	23.0	26.0
kwamane	120	0	120	25.0	23.0	25.5
lovina	0	1390	1390	44.0	27.0	65.0
rosilee	0	25	25	69.0	66.0	76.0
jullie	0	414	414	50.0	41.0	57.0
wiljo	6	0	6	99.0	99.0	99.0
lovine	0	5	5	100.0	100.0	100.0
tralena	0	10	10	31.5	23.0	40.0
carloyn	0	248	248	57.0	50.0	65.0
dontavius	646	0	646	22.0	18.0	25.5
ailish	0	127	127	18.0	16.0	19.0
diangelo	301	0	301	25.0	19.0	30.0
feleicia	0	10	10	42.5	40.0	45.0
chibuikem	12	0	12	15.0	15.0	17.0
ailisa	0	12	12	45.0	36.0	45.0
termell	5	0	5	28.0	28.0	28.0
fazal	5	0	5	26.0	26.0	26.0
chavelle	0	12	12	22.0	22.0	32.0
bretten	10	0	10	19.5	15.0	24.0
chavella	0	6	6	43.0	43.0	43.0
jacarious	5	0	5	15.0	15.0	15.0
tysheanna	0	12	12	19.5	19.0	20.0
bobbiejean	0	38	38	33.0	25.75	37.75
vuong	144	0	144	30.0	23.5	33.0
cassanora	0	11	11	32.0	31.0	32.0
saloni	0	124	124	19.0	16.0	21.0
alma	1751	122440	124191	57.0	36.0	72.0
shamesha	0	30	30	27.0	26.0	28.0
prospero	71	0	71	83.5	61.0	90.25
littie	0	442	442	74.0	68.0	84.0
kollette	0	14	14	47.0	44.0	50.0
almo	58	15	73	94.0	92.5	99.25
shalee	0	847	847	25.0	21.0	31.0
thirl	5	0	5	91.0	91.0	91.0
kashka	12	16	28	38.0	34.25	38.0
macky	131	0	131	61.0	56.25	69.0
zakariye	7	0	7	15.0	15.0	15.0
katavia	0	17	17	17.0	15.0	27.0
manuel	147191	1137	148328	38.0	25.0	55.0
anjelicia	0	24	24	26.0	22.75	27.0
keatyn	0	5	5	22.0	22.0	22.0
shaon	12	0	12	35.0	29.0	35.0
leston	177	0	177	67.0	48.0	83.5
jameek	76	0	76	20.0	17.0	23.0
jameel	2012	18	2030	29.0	22.0	36.0
aleasha	0	863	863	29.0	23.0	35.0
rudolfo	2126	0	2126	49.0	34.0	61.0
takyah	0	6	6	15.0	15.0	15.0
vianna	0	612	612	27.0	19.0	58.0
vianne	0	142	142	61.0	55.0	68.0
marigny	0	6	6	30.0	30.0	30.0
doloras	0	191	191	79.0	73.0	84.0
vianny	0	26	26	17.0	15.25	17.75
adamarys	0	38	38	16.0	15.0	16.75
wileen	0	90	90	45.0	43.0	63.5
shellaine	0	5	5	46.0	46.0	46.0
ledeja	0	5	5	17.0	17.0	17.0
rheba	0	1152	1152	70.0	62.75	79.0
jameer	136	0	136	19.0	16.0	22.0
neasia	0	12	12	16.0	15.0	16.0
shevella	0	5	5	45.0	45.0	45.0
million	22	0	22	15.0	15.0	16.5
jimon	8	0	8	17.0	17.0	17.0
shevelle	0	121	121	38.0	31.0	48.0
bethy	0	11	11	40.0	40.0	55.0
satsuko	0	5	5	97.0	97.0	97.0
chantrice	0	71	71	26.0	23.0	29.5
chayane	5	0	5	25.0	25.0	25.0
satsuki	0	82	82	89.0	15.0	93.0
phylecia	0	22	22	28.0	28.0	29.0
mellissia	0	57	57	40.0	38.0	44.0
latiana	0	127	127	23.0	19.0	25.5
jahsun	13	0	13	17.0	15.0	17.0
elijuah	10	0	10	18.5	17.0	20.0
maxamillion	138	0	138	18.5	16.0	22.0
shamik	39	5	44	20.0	16.0	29.0
gitty	0	879	879	26.0	19.0	35.0
tearah	0	38	38	22.0	18.0	23.0
elissia	0	168	168	24.0	18.0	32.0
mileny	0	8	8	15.0	15.0	15.0
sobrina	0	12	12	48.0	39.0	48.0
sherinda	0	5	5	41.0	41.0	41.0
kilynn	0	5	5	16.0	16.0	16.0
chivon	0	207	207	33.5	30.0	35.0
bascomb	5	0	5	92.0	92.0	92.0
downing	13	0	13	98.0	97.0	99.0
leonilda	0	118	118	83.0	69.0	94.0
jeffory	1163	0	1163	50.0	41.0	56.0
luvine	0	11	11	85.0	85.0	92.5
gitta	0	10	10	51.0	50.0	52.0
danitra	0	358	358	29.0	27.0	36.25
bernestine	0	367	367	63.0	57.0	70.5
arismel	0	5	5	16.0	16.0	16.0
tyrease	87	0	87	16.0	16.0	18.0
camela	0	757	757	45.0	36.0	50.0
anneshia	0	5	5	16.0	16.0	16.0
rashandra	0	16	16	34.0	33.0	37.0
arreanna	0	16	16	21.0	17.0	24.0
christienne	0	40	40	44.0	34.25	46.25
lazar	243	0	243	28.0	21.0	38.0
dereginald	5	0	5	25.0	25.0	25.0
wintana	0	10	10	18.5	15.0	22.0
eid	5	0	5	16.0	16.0	16.0
reble	0	18	18	91.0	90.5	94.5
shamia	0	972	972	25.0	19.0	31.0
ein	47	0	47	18.0	16.0	23.5
tamiria	0	12	12	18.0	16.0	18.0
amaly	0	11	11	21.0	15.0	21.0
carrie	1008	221801	222809	41.0	35.0	50.0
ninah	0	50	50	18.0	16.0	21.0
guan	6	0	6	43.0	43.0	43.0
aldine	158	746	904	76.0	67.0	85.0
westen	171	0	171	21.0	17.0	26.0
iverson	392	0	392	38.0	16.0	65.0
carris	17	0	17	60.0	60.0	83.25
crysal	0	38	38	32.0	29.0	36.0
retonya	0	5	5	44.0	44.0	44.0
savada	0	7	7	88.0	88.0	88.0
lajoyce	0	325	325	49.0	40.0	62.0
aysiah	0	64	64	16.0	15.0	17.0
wilmeth	5	5	10	97.0	96.5	97.5
corenthia	0	23	23	47.0	38.0	48.0
lisseth	0	250	250	22.0	17.0	26.0
tojuana	0	11	11	43.0	43.0	44.0
debie	0	443	443	55.0	51.0	58.0
terraine	5	5	10	42.5	35.0	50.0
chiquita	6	6183	6189	35.0	29.0	42.0
litany	0	6	6	30.0	30.0	30.0
chintan	5	0	5	38.0	38.0	38.0
mande	0	92	92	38.0	36.0	39.25
kahn	23	0	23	40.0	39.0	47.0
rwanda	0	10	10	53.0	42.0	64.0
manda	0	2642	2642	36.0	29.0	42.0
ceciley	0	131	131	25.0	22.0	27.0
mando	101	0	101	43.0	30.0	53.0
berchie	0	11	11	88.0	87.5	88.5
mandi	0	9311	9311	34.0	29.0	38.0
earlisha	0	98	98	26.0	22.25	31.0
sherren	0	32	32	65.0	61.0	68.0
sherrel	112	768	880	58.0	45.0	66.0
arkeria	0	12	12	18.5	17.0	20.0
sherr	0	5	5	53.0	53.0	53.0
emerly	0	10	10	17.5	17.0	18.0
itai	85	0	85	19.0	16.0	21.0
prentis	1201	0	1201	49.0	35.0	65.0
sherree	0	1556	1556	55.0	42.0	59.0
shery	0	391	391	53.0	45.0	59.0
tranasia	0	5	5	20.0	20.0	20.0
swindell	5	0	5	61.0	61.0	61.0
sherrea	0	5	5	31.0	31.0	31.0
shere	0	253	253	39.0	33.0	51.0
lanecia	0	105	105	25.0	19.0	32.0
teeka	0	15	15	33.0	24.0	38.0
thalma	0	11	11	102.5	101.75	103.25
shera	0	1481	1481	36.0	29.0	45.0
sherrey	0	67	67	52.0	48.0	59.0
sherl	5	349	354	55.0	50.0	59.0
sheri	114	60149	60263	49.0	43.0	54.0
xaviana	0	6	6	15.0	15.0	15.0
caliyah	0	78	78	17.0	16.0	18.0
ciannah	0	5	5	15.0	15.0	15.0
deantre	169	0	169	20.0	18.0	22.0
meilynn	0	5	5	16.0	16.0	16.0
serrita	0	57	57	33.0	31.0	34.0
damaya	0	41	41	16.0	15.0	17.0
woodford	558	0	558	71.0	63.0	78.75
santrell	5	10	15	23.0	17.0	25.0
leila	6	20135	20141	43.0	27.0	62.0
zeffie	0	84	84	91.0	76.5	98.0
keyerra	0	212	212	21.0	18.0	24.0
charmaine	20	14824	14844	46.0	33.0	59.0
cathreen	0	15	15	61.0	59.0	61.0
medard	69	0	69	93.0	90.5	95.5
danyalle	0	25	25	31.0	25.0	31.0
leili	0	5	5	17.0	17.0	17.0
kierstin	0	1832	1832	21.0	18.0	26.0
danyail	0	12	12	28.5	26.0	31.0
reymond	303	0	303	25.0	20.0	39.0
healani	0	6	6	16.0	16.0	16.0
chalsea	0	120	120	24.0	20.75	27.0
colean	0	43	43	86.5	82.0	91.0
toniann	0	1178	1178	33.0	24.0	46.0
quindara	0	17	17	29.0	28.0	29.0
tykeia	0	38	38	18.0	17.0	31.0
mostafa	270	0	270	23.0	18.0	29.0
shunell	0	5	5	36.0	36.0	36.0
keishawn	271	63	334	18.0	16.0	22.0
babbett	0	5	5	51.0	51.0	51.0
zera	10	361	371	68.5	60.0	84.0
quintavia	0	34	34	19.0	16.0	23.0
sharaine	0	64	64	24.0	23.0	25.0
ahmirah	0	5	5	16.0	16.0	16.0
zenolia	0	5	5	84.0	84.0	84.0
trauis	22	0	22	31.0	26.0	32.0
guyneth	0	30	30	71.0	64.0	85.5
jessamine	0	452	452	27.0	21.0	35.0
trais	6	0	6	22.0	22.0	22.0
shaneesa	0	5	5	23.0	23.0	23.0
antwanett	0	5	5	25.0	25.0	25.0
tabitha	146	49078	49224	30.0	24.0	37.0
wrayanne	0	5	5	67.0	67.0	67.0
preeti	0	275	275	29.0	22.0	35.0
ivory	7404	5743	13147	42.0	28.0	60.0
tyniesha	0	109	109	24.0	19.0	27.0
corneilus	276	0	276	29.0	22.0	37.0
mellyssa	0	6	6	25.0	25.0	25.0
nichalas	240	0	240	26.5	20.0	33.0
sammatha	0	54	54	24.0	22.25	28.0
markeisha	0	1147	1147	24.0	20.0	28.0
jenevieve	0	471	471	28.0	20.0	36.0
savy	0	13	13	27.0	27.0	32.0
donicio	12	0	12	21.0	21.0	73.0
tekesha	0	222	222	36.0	33.0	39.0
jahnavi	0	30	30	16.0	15.0	16.0
marguis	153	0	153	30.0	27.0	34.0
ivori	0	157	157	23.0	18.0	30.0
nyrobi	0	6	6	17.0	17.0	17.0
bruner	10	0	10	99.5	97.75	101.25
vieda	0	5	5	94.0	94.0	94.0
corderial	5	0	5	28.0	28.0	28.0
betzabet	0	5	5	16.0	16.0	16.0
jaqual	6	0	6	17.0	17.0	17.0
aimal	6	0	6	21.0	21.0	21.0
diamonds	0	108	108	20.0	18.0	23.0
sarahann	0	498	498	26.0	21.0	31.0
phat	103	0	103	25.0	21.0	30.5
detroit	118	0	118	74.0	57.0	91.5
porshae	0	30	30	24.0	22.0	25.0
phan	20	15	35	29.0	24.0	33.0
neketa	0	35	35	39.0	29.0	40.0
birney	72	0	72	71.5	68.0	82.5
ramiya	0	10	10	15.0	15.0	15.0
jamson	5	0	5	33.0	33.0	33.0
seon	144	0	144	31.0	21.0	41.0
emmalyn	0	291	291	18.0	16.0	22.0
tarion	18	0	18	16.0	15.0	21.25
karron	93	376	469	53.0	39.0	65.0
madalynn	0	875	875	17.0	16.0	20.0
karrol	7	52	59	70.0	62.0	73.0
wymond	5	0	5	91.0	91.0	91.0
alivn	15	0	15	56.0	51.0	57.0
kaithlin	0	5	5	27.0	27.0	27.0
kashona	0	6	6	37.0	37.0	37.0
madalyne	0	243	243	18.0	16.0	23.0
vondra	0	90	90	50.0	44.75	52.0
lakevia	0	209	209	26.0	22.0	33.0
vondre	11	0	11	21.0	21.0	29.0
jailyne	0	50	50	16.0	16.0	18.0
cierra	29	19165	19194	21.0	18.0	24.0
marden	42	0	42	76.0	69.0	86.0
ahkeel	6	0	6	20.0	20.0	20.0
ahkeem	204	0	204	22.0	20.0	25.0
darielle	0	398	398	21.0	18.0	25.0
brecklyn	0	44	44	17.0	16.0	19.0
dariella	0	5	5	16.0	16.0	16.0
ednesha	0	6	6	23.0	23.0	23.0
isela	0	3385	3385	31.0	20.0	40.0
vergean	0	7	7	84.0	84.0	84.0
mandrel	6	0	6	32.0	32.0	32.0
pardis	0	5	5	25.0	25.0	25.0
fortunato	863	0	863	46.0	33.0	64.0
marteka	0	58	58	25.0	23.0	25.0
cierre	0	26	26	24.0	23.0	25.0
nerea	0	5	5	19.0	19.0	19.0
fortunata	0	236	236	87.5	83.0	95.75
braelyn	7	303	310	17.0	16.0	20.0
anitta	0	90	90	55.0	47.0	59.0
ricky	209173	1761	210934	53.0	41.0	58.0
chaketa	0	17	17	39.0	35.0	39.0
selestino	57	0	57	65.0	54.5	90.0
pawel	300	0	300	22.0	19.0	26.25
ricke	192	0	192	60.0	56.0	63.0
maecy	0	39	39	17.0	15.0	21.0
ricka	0	84	84	58.0	37.0	63.0
espanola	0	6	6	88.0	88.0	88.0
selestine	0	41	41	66.0	65.0	69.0
selestina	0	16	16	17.0	17.0	85.0
brigina	0	6	6	27.0	27.0	27.0
lynia	0	41	41	19.0	16.0	31.0
arielmarie	0	7	7	23.0	23.0	23.0
kaleal	13	0	13	19.0	18.0	19.0
marit	0	474	474	35.0	26.0	47.0
jannika	0	14	14	26.0	23.0	26.0
imagean	0	31	31	83.0	81.0	84.25
paulean	0	49	49	79.0	68.25	85.0
marin	615	1600	2215	27.0	19.0	36.0
mario	112670	1048	113718	34.0	24.0	45.0
tice	6	0	6	91.0	91.0	91.0
cherylene	0	330	330	56.0	50.0	66.0
syan	0	29	29	16.0	15.0	16.0
cyerra	0	175	175	19.0	17.0	22.0
marid	5	0	5	42.0	42.0	42.0
marie	1950	455263	457213	60.0	47.0	72.0
banner	66	0	66	19.0	18.0	71.0
robbyn	0	1023	1023	47.0	36.0	55.0
maria	4010	460564	464574	43.0	29.0	54.0
jonella	0	90	90	50.0	40.0	63.0
akhil	346	0	346	18.0	16.0	22.0
jonelle	16	2899	2915	36.0	29.0	48.0
diony	6	0	6	21.0	21.0	21.0
siarra	0	417	417	20.0	17.0	23.0
branna	0	73	73	20.0	17.0	23.0
yalanda	0	647	647	40.0	35.0	45.0
cebastian	18	0	18	19.0	15.0	22.0
taetum	0	7	7	15.0	15.0	15.0
