Name	Males	Females	Total	MedianAge	25thPercentile	75thPercentile
Matty	111	284	395	27.0	20.0	55.0
Steveland	21	0	21	31.0	30.0	38.0
Soriah	0	26	26	18.0	16.0	21.0
Maressa	0	381	381	26.0	21.0	32.0
Jadonte	5	0	5	15.0	15.0	15.0
Lucianne	0	152	152	47.0	29.0	62.75
Januari	0	44	44	36.0	35.0	37.0
Cheska	0	5	5	39.0	39.0	39.0
Matti	21	231	252	23.0	18.0	27.0
Shateria	0	221	221	23.0	19.0	26.0
Nyaja	0	19	19	17.0	15.0	20.0
Veikko	59	0	59	93.0	91.0	99.0
Aleene	0	745	745	77.0	69.0	84.0
Bernadeen	0	29	29	86.0	76.0	89.5
Brook	2982	7828	10810	32.0	22.0	39.0
Binyomin	299	0	299	23.0	17.0	29.0
Laurence	36525	349	36874	58.0	46.0	66.0
Dujuana	0	25	25	50.0	43.0	51.0
Jamilya	0	87	87	20.0	17.5	24.0
Cicily	0	450	450	35.0	25.0	40.0
Josaiah	40	0	40	16.0	15.0	18.0
Jazymne	0	6	6	20.0	20.0	20.0
Jakiya	0	209	209	17.0	15.0	19.0
Idalina	0	16	16	47.0	47.0	68.0
Mynisha	0	13	13	21.0	21.0	23.0
Leoler	0	6	6	101.0	101.0	101.0
Saned	0	5	5	18.0	18.0	18.0
Nakeesha	0	188	188	34.0	28.0	37.0
Chavely	0	38	38	21.0	19.0	21.0
Sanel	17	0	17	16.0	15.0	17.0
Soomin	0	5	5	15.0	15.0	15.0
Jonthan	891	0	891	30.0	24.0	37.0
Arlener	0	6	6	88.0	88.0	88.0
Elizebeth	0	3805	3805	52.0	37.0	65.0
Cateena	0	19	19	43.0	42.0	43.0
Helem	0	5	5	17.0	17.0	17.0
Helen	2706	885492	888198	68.0	57.0	79.0
Gloristeen	0	7	7	68.0	68.0	68.0
Sedarius	24	0	24	21.0	18.75	24.0
Genki	5	0	5	21.0	21.0	21.0
Krishanda	0	18	18	35.0	29.0	37.25
Veston	31	0	31	84.0	83.5	91.0
Toron	40	0	40	37.0	26.0	38.0
Vidal	3059	10	3069	34.0	23.0	45.0
Dorrien	17	0	17	15.0	15.0	23.0
Bobby	305402	9526	314928	54.0	41.0	66.0
Daina	5	2160	2165	39.0	30.0	51.0
Rebeckah	0	496	496	29.0	20.0	37.0
Richy	526	0	526	43.0	26.0	52.0
Ceandre	5	0	5	18.0	18.0	18.0
Daine	190	298	488	41.0	27.0	51.0
Keikilani	0	5	5	32.0	32.0	32.0
Corderrius	11	0	11	24.0	24.0	25.0
Masuma	0	5	5	20.0	20.0	20.0
Vernita	0	3984	3984	54.0	45.0	62.0
Siham	0	56	56	18.0	17.0	21.0
Orangie	0	43	43	79.0	77.0	88.0
Damarious	88	0	88	18.0	16.75	21.0
Bobbi	64	22427	22491	41.0	33.0	49.0
Savannha	0	87	87	19.0	17.0	22.0
Bobbe	0	567	567	68.0	61.0	76.0
Teranique	0	6	6	15.0	15.0	15.0
Cerah	0	19	19	19.0	17.0	21.5
Ruqaiyah	0	5	5	18.0	18.0	18.0
Verron	11	0	11	42.0	41.0	42.0
Mykeya	0	6	6	15.0	15.0	15.0
Milas	436	0	436	65.0	56.0	75.0
Milam	120	0	120	71.0	30.0	84.5
Marji	0	145	145	56.0	52.0	60.0
Marjo	0	201	201	67.0	60.0	74.0
Jannita	0	5	5	59.0	59.0	59.0
Renita	0	7271	7271	47.0	36.0	55.0
Milad	142	0	142	20.0	17.0	24.0
Jamus	76	0	76	35.0	31.0	37.0
Marja	0	436	436	37.0	32.0	54.0
Dayshawn	545	5	550	20.0	17.0	23.0
Yowanda	0	23	23	42.0	39.0	47.5
Alysah	0	31	31	16.0	16.0	17.0
Marje	0	5	5	18.0	18.0	18.0
Derricka	0	607	607	22.0	18.0	25.5
Jaqualyn	15	6	21	16.0	15.0	22.0
Gwendolynne	0	16	16	62.0	16.0	62.0
Sharida	0	30	30	30.0	25.0	35.0
Sisqo	9	0	9	15.0	15.0	15.0
Jazamine	0	5	5	25.0	25.0	25.0
Woo	10	0	10	35.5	34.0	37.0
Won	90	0	90	28.5	24.25	34.0
Destini	0	4034	4034	19.0	17.0	23.0
Gennia	0	6	6	51.0	51.0	51.0
Destine	86	817	903	20.0	17.0	23.0
Desting	0	16	16	24.0	18.0	26.0
Gennie	189	2286	2475	60.0	44.0	71.0
Destina	0	76	76	19.5	17.0	25.0
Charta	0	5	5	30.0	30.0	30.0
Gamila	0	5	5	19.0	19.0	19.0
Khayman	79	0	79	19.0	17.0	21.0
Goodwin	250	0	250	81.0	60.0	92.25
Dywanna	0	6	6	37.0	37.0	37.0
Cherianne	0	10	10	41.5	37.0	46.0
Kayelynn	0	75	75	18.0	16.0	21.0
Lonette	0	198	198	49.0	42.0	56.0
Shazaria	0	5	5	17.0	17.0	17.0
Ajsha	0	5	5	20.0	20.0	20.0
Nyani	0	6	6	15.0	15.0	15.0
Kiersten	5	7787	7792	21.0	18.0	26.0
Aaya	0	6	6	18.0	18.0	18.0
Delsha	0	5	5	36.0	36.0	36.0
Shynita	0	5	5	37.0	37.0	37.0
Ahniyah	0	16	16	16.0	15.0	20.0
Quamel	71	0	71	20.0	18.0	24.0
Nirav	319	0	319	32.0	27.0	36.0
Kinser	22	0	22	17.0	16.0	19.0
Sheresse	0	11	11	31.0	31.0	44.0
Travonne	89	0	89	21.0	18.0	25.0
Bynum	217	0	217	81.0	65.0	90.5
Soojin	0	16	16	35.0	24.0	43.0
Trequon	41	0	41	18.0	17.0	20.0
Osei	129	0	129	29.0	20.0	35.0
Demarcus	8716	29	8745	25.0	21.0	30.0
Tijera	0	30	30	22.0	18.0	23.0
Lorese	0	23	23	55.0	55.0	81.0
Niclole	0	19	19	31.0	30.0	35.0
Niral	17	0	17	29.0	24.0	32.0
Ellwyn	82	0	82	77.0	73.0	89.0
Osee	0	5	5	92.0	92.0	92.0
Leonila	0	290	290	59.0	34.0	73.0
Myrtise	0	10	10	92.0	90.5	93.5
Niraj	282	0	282	29.0	23.0	37.0
Luciel	0	485	485	84.0	78.5	92.5
Lucien	5595	0	5595	51.0	32.0	67.0
Ashleey	0	13	13	28.0	23.0	28.0
Marcys	10	0	10	31.0	29.0	33.0
Rouldph	5	0	5	69.0	69.0	69.0
Charneshia	0	5	5	25.0	25.0	25.0
Osman	875	0	875	23.0	18.0	29.0
Mehrdad	6	0	6	33.0	33.0	33.0
Litasha	0	25	25	37.0	32.0	38.0
Andonia	0	5	5	35.0	35.0	35.0
Ashleen	0	180	180	25.0	21.0	28.0
Waddie	16	5	21	87.0	82.0	94.0
Jalyn	542	1717	2259	18.0	16.0	21.0
Krishawna	0	60	60	27.0	22.0	32.0
Rayyan	51	8	59	15.0	15.0	16.0
Rudene	0	222	222	66.5	62.0	74.5
Dorothea	6	30448	30454	62.0	52.0	74.0
Tycee	0	13	13	39.0	39.0	41.0
Dorothee	0	280	280	85.0	76.0	93.0
Mayce	0	112	112	18.0	16.0	21.0
Alecsa	0	6	6	17.0	17.0	17.0
Aneela	0	10	10	26.0	23.0	29.0
Christion	556	11	567	17.0	16.0	19.0
Shakirra	0	107	107	22.0	20.0	25.0
Charlottle	0	5	5	44.0	44.0	44.0
Felichia	0	35	35	34.0	24.0	38.0
Folke	5	0	5	102.0	102.0	102.0
Stephaniemarie	0	59	59	26.0	21.0	28.5
Delandre	5	0	5	16.0	16.0	16.0
Shawnese	0	167	167	27.0	24.0	35.0
Delandra	0	20	20	25.5	21.25	29.75
Keleen	0	11	11	52.0	52.0	56.0
Eiad	6	0	6	36.0	36.0	36.0
Orabelle	0	91	91	95.0	92.75	97.25
Mozetta	0	69	69	62.0	59.0	67.0
Kalliyah	0	5	5	15.0	15.0	15.0
Collan	71	0	71	20.0	17.0	22.0
Evelean	0	155	155	72.0	69.0	81.0
Samiuela	22	0	22	20.0	20.0	22.0
Ellette	0	5	5	52.0	52.0	52.0
Jonhathan	5	0	5	29.0	29.0	29.0
Luvenia	0	3109	3109	64.0	54.0	74.0
Mynor	289	0	289	22.0	19.0	27.0
Anissa	5	8861	8866	34.0	21.0	44.0
Alizette	0	6	6	17.0	17.0	17.0
Marqez	6	0	6	17.0	17.0	17.0
Coleton	1142	0	1142	19.0	17.0	22.0
Goble	104	0	104	80.0	73.25	87.25
Sania	0	247	247	19.0	17.0	25.0
Javon	7847	675	8522	22.0	18.0	27.0
Raford	169	0	169	66.0	54.0	78.5
Etasha	0	6	6	34.0	34.0	34.0
Tosheba	0	34	34	39.0	38.0	40.0
Beyoncee	0	5	5	15.0	15.0	15.0
Vaneta	0	189	189	73.0	61.0	84.0
Rolinda	0	462	462	52.0	45.0	59.0
Radiance	0	123	123	25.0	23.0	27.0
Geroge	901	0	901	39.0	30.0	50.0
Adisyn	0	22	22	16.0	15.0	16.0
Javor	5	0	5	36.0	36.0	36.0
Viletta	0	30	30	97.0	87.25	100.75
Osmar	400	0	400	21.0	17.0	25.0
Anareli	0	26	26	19.0	15.0	21.0
Gisselle	0	2856	2856	17.0	15.0	19.0
Tamiika	0	5	5	41.0	41.0	41.0
Lakoda	5	13	18	20.0	19.0	20.75
Charlesha	0	41	41	23.0	22.0	25.0
Kalpana	0	31	31	44.0	42.0	46.0
Gifford	1396	0	1396	55.0	41.0	67.0
Zoey	45	3414	3459	17.0	16.0	20.0
Yailin	0	162	162	16.0	15.0	17.0
Carmeleta	0	25	25	81.0	58.0	82.5
Colin	66389	357	66746	25.0	20.0	34.0
Zoee	0	261	261	17.0	16.0	19.0
Tommylee	35	0	35	19.0	18.0	26.0
Takeena	0	27	27	30.0	25.0	33.0
Miller	3863	207	4070	42.0	22.0	62.0
Miryah	0	34	34	22.0	20.0	23.75
Colie	562	15	577	65.0	47.0	74.0
Jorje	1032	0	1032	35.0	26.0	41.0
Ason	185	0	185	35.0	32.0	40.5
Miryam	0	411	411	24.0	20.0	35.0
Miryan	0	6	6	15.0	15.0	15.0
Jorja	0	560	560	56.0	28.0	64.0
Demetricia	0	5	5	44.0	44.0	44.0
Shoko	0	30	30	27.0	22.0	29.0
Dajiana	0	5	5	16.0	16.0	16.0
Maiquel	0	6	6	23.0	23.0	23.0
Peggyjo	0	6	6	62.0	62.0	62.0
Antajuan	5	0	5	26.0	26.0	26.0
Cartez	247	0	247	27.0	22.0	35.0
Luvinia	0	183	183	74.5	61.0	88.25
Maddie	0	1064	1064	21.5	17.0	28.0
Undria	0	5	5	48.0	48.0	48.0
Shakonda	0	32	32	38.0	38.0	38.0
Britannia	0	10	10	24.5	21.0	28.0
Jordana	0	1946	1946	30.0	23.0	36.0
Sasan	56	0	56	30.0	27.0	32.0
Nisan	5	0	5	21.0	21.0	21.0
Krea	0	5	5	21.0	21.0	21.0
Radu	10	0	10	29.0	19.0	39.0
Gaten	7	0	7	17.0	17.0	17.0
Jewan	17	0	17	16.0	15.0	18.0
Kiernan	529	224	753	20.0	17.0	24.0
Crystalmarie	0	57	57	27.0	24.0	28.0
Emmitte	67	0	67	70.0	63.0	89.5
Dannelle	0	378	378	37.0	29.0	43.75
Javarious	158	0	158	18.0	16.0	21.0
Keoisha	0	15	15	22.0	22.0	23.0
Nisaa	0	34	34	19.0	18.0	37.0
Letina	0	89	89	40.0	35.0	45.0
Saquana	0	32	32	33.0	32.0	36.0
Mechaela	0	7	7	18.0	18.0	18.0
Bartholomew	3538	0	3538	42.0	31.0	56.0
Reven	0	6	6	20.0	20.0	20.0
Deloyce	0	104	104	73.0	68.0	78.0
Ismelda	0	85	85	34.0	25.0	40.0
Adelis	0	6	6	16.0	16.0	16.0
Aricka	0	383	383	28.0	22.0	36.0
Ludlow	21	0	21	89.5	86.75	92.75
Adelia	0	3002	3002	54.0	34.0	69.0
Oryan	237	0	237	23.0	17.0	28.0
Denina	0	116	116	38.0	33.0	45.0
Cletus	6988	262	7250	60.0	48.0	72.0
Zular	0	5	5	94.0	94.0	94.0
Sallyanne	0	119	119	61.0	54.0	70.0
Brenea	0	10	10	20.0	18.0	22.0
Tianca	0	29	29	24.0	22.0	25.0
Brenee	0	126	126	23.0	20.0	26.0
Zulay	0	138	138	30.0	26.0	34.0
Comer	747	0	747	68.0	60.0	76.0
Trenton	26858	46	26904	22.0	18.0	29.0
Elisebeth	0	36	36	30.0	15.0	81.0
Alexandros	752	0	752	25.0	20.0	33.0
Charise	0	2081	2081	38.0	30.0	46.0
Kissy	0	136	136	37.0	36.0	38.0
Charish	0	194	194	24.5	19.0	30.0
Philippine	0	16	16	93.0	92.5	94.0
Bahiya	0	10	10	40.0	39.0	41.0
Torsha	0	134	134	43.0	38.0	44.0
Chariss	0	38	38	38.0	32.5	39.0
Vernessia	0	15	15	54.0	47.0	61.0
Kissa	0	63	63	39.0	37.0	40.0
Evleyn	0	5	5	90.0	90.0	90.0
Aeva	0	12	12	16.0	15.0	16.0
Tylek	29	0	29	16.0	15.0	19.0
Shelsey	0	96	96	18.5	16.0	22.0
Yovani	521	16	537	19.0	16.75	22.0
Adamma	0	5	5	38.0	38.0	38.0
Pacey	69	19	88	16.0	15.0	16.0
Dynasti	0	47	47	17.0	16.0	20.0
Bryston	174	0	174	19.0	17.0	23.0
Alvar	81	0	81	96.5	94.25	98.75
Kadedra	0	276	276	21.0	20.0	22.0
Keevin	485	0	485	34.0	23.0	48.0
Kristeena	0	345	345	28.0	23.0	34.0
Casadi	0	6	6	18.0	18.0	18.0
Adaria	0	57	57	17.0	16.0	19.0
Miley	75	131	206	29.0	18.0	58.0
Ramelo	11	0	11	21.0	15.0	21.0
Samson	3998	0	3998	28.0	21.0	39.0
Alvan	1041	0	1041	63.0	48.0	72.0
Alvah	1480	66	1546	63.0	53.25	73.0
Jarrian	5	0	5	21.0	21.0	21.0
Alzada	0	327	327	76.0	69.0	83.5
Timoteo	956	0	956	38.0	24.0	55.0
Amani	485	2385	2870	19.0	17.0	22.0
Shafin	11	0	11	20.0	17.0	20.0
Rosemaria	0	161	161	50.0	41.0	55.0
Maximos	20	0	20	15.0	15.0	15.25
Amana	0	129	129	23.0	18.0	29.0
Luraine	0	5	5	88.0	88.0	88.0
Marilisa	0	39	39	44.0	22.0	49.5
Madyson	0	2343	2343	17.0	15.0	19.0
Timotea	0	55	55	92.5	90.25	94.25
Watler	5	0	5	88.0	88.0	88.0
Amany	0	108	108	22.0	19.0	26.25
Breshuna	0	5	5	18.0	18.0	18.0
Anica	0	569	569	30.0	21.0	36.0
Shafiq	54	0	54	21.0	19.0	25.0
Dhruv	358	0	358	17.0	16.0	21.0
Shaqille	16	0	16	22.0	21.0	22.0
Sonata	0	35	35	24.0	22.0	25.0
Aslyn	0	45	45	20.0	17.0	24.0
Nasasha	0	15	15	27.0	26.0	28.0
Myon	13	0	13	16.0	15.0	16.0
Macaila	0	79	79	18.0	16.0	19.0
Jerriana	0	6	6	17.0	17.0	17.0
Shardasha	0	7	7	21.0	21.0	21.0
Jerriann	0	129	129	55.0	48.0	63.0
Marbin	66	0	66	23.0	20.25	25.0
Darinesha	0	6	6	18.0	18.0	18.0
Hessel	11	0	11	93.5	92.75	94.25
Kaliel	24	0	24	18.5	17.75	19.0
Shalicia	0	88	88	24.0	21.0	28.0
Olatunji	10	0	10	29.0	17.0	41.0
Juancarlos	1703	0	1703	23.0	18.0	29.0
Zenovia	0	186	186	37.0	28.0	53.0
Millissa	0	329	329	41.0	35.0	47.0
Anatoly	5	0	5	17.0	17.0	17.0
Dwann	20	5	25	32.0	27.0	32.0
Anatole	177	0	177	61.0	38.0	66.0
Jussica	0	6	6	29.0	29.0	29.0
Trysten	295	92	387	17.0	16.0	19.0
Kelaiah	0	36	36	19.0	17.0	22.0
Dwane	3070	0	3070	51.0	40.0	59.0
Kyera	0	302	302	21.0	18.0	24.0
Melad	11	0	11	18.0	18.0	19.0
Deforrest	90	0	90	52.0	26.75	77.5
Dwana	0	983	983	45.5	37.0	51.0
Masada	6	5	11	34.0	15.0	34.0
Mackenzi	11	807	818	19.0	17.0	23.0
Tynasha	0	17	17	23.0	16.0	24.0
Rajeeni	0	17	17	36.0	35.0	36.0
Trvis	15	0	15	31.0	28.0	33.0
Adalinda	0	5	5	25.0	25.0	25.0
Belle	0	6822	6822	55.0	28.0	70.0
Roark	184	0	184	54.0	45.0	59.5
Cherrice	0	32	32	41.0	36.0	42.0
Caffey	0	5	5	60.0	60.0	60.0
Bella	0	5642	5642	30.0	17.0	58.0
Mackenze	0	35	35	18.0	16.0	20.0
Mackenzy	106	282	388	18.0	16.0	21.0
Debbie	434	186686	187120	55.0	51.0	57.0
Shanquel	0	10	10	21.5	18.0	25.0
Butler	762	0	762	66.0	55.0	75.0
Katarena	0	45	45	21.0	19.0	22.0
Zahara	0	161	161	21.0	17.0	25.0
Cristal	55	10432	10487	24.0	20.0	31.0
Sindey	5	0	5	39.0	39.0	39.0
Rui	331	0	331	34.0	27.0	40.0
Vinton	958	0	958	55.0	42.0	68.0
Ardian	47	0	47	22.0	16.0	24.0
Rua	0	5	5	99.0	99.0	99.0
Dolton	318	0	318	21.0	18.0	69.25
Sheeva	0	40	40	27.0	26.0	29.0
Rue	219	336	555	65.0	59.0	77.0
Aryona	0	17	17	17.0	16.0	18.0
Jamina	0	127	127	31.0	22.5	35.0
Calanthe	0	5	5	94.0	94.0	94.0
Marike	0	5	5	32.0	32.0	32.0
Lurlyne	0	5	5	92.0	92.0	92.0
Calantha	0	5	5	17.0	17.0	17.0
Sindel	0	28	28	17.0	17.0	19.0
Rus	11	0	11	55.0	55.0	58.0
Sreya	0	40	40	15.5	15.0	17.0
Yalexis	0	5	5	17.0	17.0	17.0
Sindee	0	66	66	57.0	52.0	58.0
Deneshia	0	314	314	25.0	21.0	31.0
Rebekkah	0	1187	1187	25.0	20.0	33.0
Turkesa	0	19	19	36.0	35.0	36.0
Mickaela	0	283	283	19.0	17.5	21.0
Alexand	5	0	5	48.0	48.0	48.0
Lashawanda	0	30	30	39.0	38.0	41.0
Sharnett	0	11	11	43.0	41.0	43.0
Alexann	0	5	5	27.0	27.0	27.0
Chejuana	0	5	5	43.0	43.0	43.0
Dartanya	0	11	11	41.0	37.0	41.0
Rosiland	0	681	681	53.0	47.0	61.0
Breeonna	0	84	84	20.0	17.0	22.0
Myrdell	0	5	5	91.0	91.0	91.0
Latonga	0	128	128	42.0	39.75	46.0
Katrese	0	129	129	33.0	28.0	39.0
Arnell	1092	797	1889	49.0	34.0	62.0
Kadyn	109	96	205	17.0	15.0	18.0
Sumire	0	10	10	20.0	19.0	21.0
Katresa	0	24	24	41.0	40.0	42.0
Reona	0	87	87	22.0	19.0	27.0
Celisse	0	102	102	31.0	30.0	32.0
Harleigh	0	602	602	18.0	16.0	20.0
Zareh	12	0	12	23.5	23.0	24.0
Zarek	235	0	235	17.0	16.0	20.0
Krissy	0	1839	1839	35.0	29.0	38.0
Zared	41	0	41	22.0	17.0	23.0
Moices	15	0	15	21.0	16.0	23.0
Kyrstin	0	721	721	22.0	18.0	24.0
Zarea	0	24	24	18.0	16.0	19.0
Arkeem	174	0	174	23.0	20.0	26.0
Marshell	918	614	1532	49.0	40.0	59.0
Cambrey	0	5	5	15.0	15.0	15.0
Natron	41	0	41	19.0	18.0	20.0
Shimshon	100	0	100	20.0	17.0	25.0
Maleaha	0	25	25	16.0	15.0	19.0
Karenda	0	35	35	28.0	24.0	32.0
Arnela	0	17	17	16.0	15.0	18.0
Rodnisha	0	69	69	21.0	18.0	24.0
Jamya	0	500	500	16.0	15.0	17.0
Lemual	60	0	60	71.0	64.0	76.0
Taisei	6	0	6	16.0	16.0	16.0
Mesha	0	1058	1058	32.0	25.0	38.0
Hadrien	5	0	5	17.0	17.0	17.0
Sharma	0	434	434	48.0	42.0	58.0
Deshun	723	40	763	24.0	19.0	34.0
Domnic	32	0	32	21.0	18.0	22.0
Rashanna	0	172	172	30.0	25.0	34.0
Snow	5	161	166	33.5	19.75	40.0
Ronalie	0	5	5	68.0	68.0	68.0
Kiersti	0	34	34	24.0	23.0	25.0
Stiney	5	0	5	98.0	98.0	98.0
Saurabh	61	0	61	24.0	18.0	32.0
Shakena	0	387	387	30.0	25.0	34.0
Miqueas	35	0	35	18.0	17.0	21.0
Jatasha	0	26	26	32.5	26.0	36.0
Edword	82	0	82	60.0	55.0	84.0
Gaurav	358	0	358	24.0	18.0	30.0
Wentworth	62	0	62	90.0	71.0	95.5
Constantin	41	0	41	27.0	16.0	28.0
Launa	0	2002	2002	52.0	43.0	64.0
Jonus	86	0	86	31.0	17.0	34.0
Bonnitta	0	10	10	59.5	57.0	62.0
Launi	0	77	77	45.0	38.0	52.0
Vasco	358	0	358	59.0	40.0	76.5
Treya	0	11	11	23.0	17.0	23.0
Tahna	0	5	5	42.0	42.0	42.0
Colicia	0	5	5	26.0	26.0	26.0
Euphemia	0	417	417	62.0	44.0	84.25
Coury	57	0	57	28.0	23.0	35.0
Coey	5	0	5	32.0	32.0	32.0
Margarat	0	10	10	98.0	97.5	98.5
Arbutus	0	1057	1057	76.0	70.0	84.0
Mariposa	0	21	21	16.0	15.0	40.0
Georgia	654	116337	116991	63.0	49.0	72.0
Jamarcus	2537	0	2537	22.0	18.0	26.0
Marinel	0	22	22	73.0	68.0	81.0
Georgie	1396	9552	10948	66.0	49.0	76.0
Ellizabeth	0	11	11	18.0	18.0	37.0
Ashianna	0	5	5	17.0	17.0	17.0
Marinee	0	5	5	37.0	37.0	37.0
Georgio	309	5	314	24.0	21.0	27.0
Tempest	0	846	846	25.0	22.0	29.0
Lajace	5	0	5	38.0	38.0	38.0
Aveonna	0	5	5	16.0	16.0	16.0
Yang	186	42	228	26.0	22.0	29.0
Yana	0	619	619	33.0	20.0	43.0
Rauni	5	0	5	97.0	97.0	97.0
Marines	0	6	6	46.0	46.0	46.0
Chappell	42	5	47	45.0	38.0	57.0
Lekendrick	172	0	172	28.0	24.0	33.0
Omeria	0	5	5	59.0	59.0	59.0
Rader	27	0	27	92.5	83.75	93.75
Judilyn	0	6	6	54.0	54.0	54.0
Zelle	0	5	5	93.0	93.0	93.0
Brooklen	0	34	34	16.0	15.0	17.0
Sharlita	0	22	22	41.5	41.0	42.0
Enes	27	388	415	83.0	17.0	91.0
Trela	0	33	33	54.0	51.0	55.0
Enez	0	98	98	93.0	87.75	97.25
Kalenna	0	21	21	33.0	30.0	33.0
Traneisha	0	22	22	23.5	22.25	24.0
Zeidy	0	5	5	18.0	18.0	18.0
Iyanah	0	51	51	16.0	15.0	18.0
Alexandr	144	301	445	26.0	24.0	26.0
Aneesha	0	377	377	27.0	19.0	34.0
Kiersty	0	8	8	23.0	23.0	23.0
Nitara	0	37	37	17.0	16.0	28.0
Jerrome	6	0	6	26.0	26.0	26.0
Jhordan	61	53	114	19.0	16.0	23.0
Lazarick	5	0	5	15.0	15.0	15.0
Tashaun	196	30	226	20.0	17.0	24.0
Keondre	487	0	487	18.0	16.0	21.0
Shem	443	5	448	34.0	24.0	40.0
Keondra	11	871	882	23.0	19.0	26.5
Earther	0	39	39	94.5	93.25	95.75
Dicie	0	793	793	70.0	61.0	81.0
Kathay	0	5	5	68.0	68.0	68.0
Shaily	0	37	37	18.0	16.0	19.0
Brealle	0	5	5	19.0	19.0	19.0
Hyon	5	0	5	36.0	36.0	36.0
Hydiah	0	9	9	16.0	16.0	16.0
Orantes	5	0	5	38.0	38.0	38.0
Jarrad	1776	0	1776	30.0	25.0	36.0
Earthel	0	5	5	66.0	66.0	66.0
Lakeda	0	53	53	35.0	33.0	39.0
Jesstine	0	5	5	15.0	15.0	15.0
Almira	0	1103	1103	59.0	39.0	74.0
Chquita	0	5	5	27.0	27.0	27.0
Dmarion	5	0	5	15.0	15.0	15.0
Sarica	0	5	5	30.0	30.0	30.0
Josede	62	0	62	22.5	18.0	28.0
Jamhal	5	0	5	21.0	21.0	21.0
Jareth	510	0	510	23.0	18.0	26.0
Antionett	0	16	16	45.0	40.0	53.0
Romaro	32	0	32	39.0	32.0	41.0
Chanton	5	0	5	16.0	16.0	16.0
Jarett	2446	0	2446	25.0	18.0	33.0
Jimica	0	5	5	34.0	34.0	34.0
Jonatha	311	29	340	32.0	28.0	36.0
Gean	513	670	1183	67.0	56.0	76.0
Bolden	39	0	39	73.0	63.75	84.0
Dipesh	19	0	19	30.0	25.0	31.0
Brajon	8	0	8	15.0	15.0	15.0
Tabrea	0	17	17	24.0	16.0	25.0
Luegenia	0	12	12	91.5	91.25	91.75
Zoeanne	0	5	5	54.0	54.0	54.0
Kayleen	0	3553	3553	27.0	21.0	48.0
Eljean	0	10	10	81.0	81.0	83.5
Zoeanna	0	5	5	16.0	16.0	16.0
Leighanne	0	1064	1064	30.0	23.0	38.0
Norvella	0	163	163	64.0	56.0	73.0
Leighanna	0	509	509	25.0	20.0	29.0
Fairie	0	55	55	92.0	89.25	97.5
Norvelle	16	24	40	79.0	52.0	87.0
Jemya	0	21	21	16.0	15.0	17.0
Faust	71	0	71	92.0	89.0	95.0
Gracemary	0	22	22	69.0	67.0	72.5
Leicha	0	5	5	52.0	52.0	52.0
Thor	2759	0	2759	39.0	26.0	49.0
Maritsa	0	673	673	27.0	20.0	38.0
Hykeem	180	0	180	21.0	18.0	25.0
Aliecia	0	34	34	28.0	21.0	31.0
Sherraine	0	6	6	23.0	23.0	23.0
Kerick	6	0	6	37.0	37.0	37.0
Sonji	0	904	904	48.0	45.0	49.0
Kensleigh	0	5	5	16.0	16.0	16.0
Kerica	0	5	5	20.0	20.0	20.0
Dyvonne	0	5	5	48.0	48.0	48.0
Delquan	96	0	96	21.0	19.0	23.0
Gleeta	0	5	5	95.0	95.0	95.0
Sonja	44	37135	37179	48.0	41.0	57.0
Juston	2145	0	2145	30.0	24.5	36.0
Rafeeq	28	0	28	25.5	15.0	34.25
Kristinia	0	244	244	35.0	29.0	42.0
Damyen	20	0	20	16.0	15.75	17.0
Vendla	0	5	5	92.0	92.0	92.0
Tasos	6	0	6	38.0	38.0	38.0
Yisela	0	5	5	18.0	18.0	18.0
Maytha	0	6	6	97.0	97.0	97.0
Kalynda	0	27	27	26.0	23.0	31.0
Sulaiman	347	0	347	25.0	19.0	34.0
Brownell	11	0	11	62.0	62.0	62.0
Canesha	0	156	156	25.0	22.0	29.0
Sheilia	0	384	384	53.0	48.0	60.0
Yisell	0	21	21	15.0	15.0	21.0
Shean	382	6	388	37.0	27.0	44.0
Yema	0	5	5	39.0	39.0	39.0
Deloss	237	0	237	82.0	74.0	91.75
Terrilyn	0	897	897	48.0	38.0	56.0
Ireri	0	11	11	15.0	15.0	22.0
Jametrice	0	5	5	25.0	25.0	25.0
Nassir	139	0	139	17.0	16.0	19.0
Roshandra	0	34	34	32.0	31.0	35.0
Stefannie	0	69	69	28.0	25.0	32.0
Aubie	24	5	29	85.0	72.0	95.0
Collenn	0	5	5	44.0	44.0	44.0
Lubertha	0	656	656	70.0	62.0	78.0
Thoa	0	5	5	30.0	30.0	30.0
Anjanetta	0	36	36	44.0	42.0	46.0
Anjanette	0	2491	2491	43.0	39.0	46.0
Tinaka	0	11	11	48.0	39.0	48.0
Merald	39	0	39	76.0	40.0	92.0
Rotunda	0	104	104	47.0	42.5	49.0
Juanito	742	5	747	36.0	25.0	51.0
Ellaine	0	36	36	60.0	52.0	71.0
Jakita	0	117	117	27.0	24.0	31.0
Arnetra	0	63	63	40.0	39.0	41.5
Marquila	0	23	23	29.0	27.0	31.0
Denerick	10	0	10	29.0	25.0	33.0
Taijarae	0	5	5	27.0	27.0	27.0
Freya	0	766	766	37.0	23.0	57.0
Corneil	21	0	21	38.0	37.0	44.0
Syeeda	0	26	26	27.0	25.0	40.0
Kwashawn	5	0	5	24.0	24.0	24.0
Alize	207	1655	1862	17.0	16.0	19.0
Colanda	0	5	5	43.0	43.0	43.0
Niaja	0	105	105	18.0	16.0	22.0
